position_x,position_y,position_z,yaw
2.664620013115087,-0.5042617322173493,0.4414932145937085,-1.538122760248324
2.826532268350124,-0.5532908058689044,0.46597743853959955,-1.503001109548574
2.944298985214309,-0.59350656225037,0.48115772480766544,1.6875057290554523
3.151830618424286,-0.6478366021282709,0.5137691141749015,-1.4862416833476244
3.109588586510972,-0.09148163618571593,0.4963467895173031,-1.7498143743097097
2.8791654023202153,-0.10004754603662096,0.4631158258534205,-1.6850206108166945
2.722715460635894,-0.11712874566487794,0.44285764411756245,-1.703877575350112
2.591600820102583,-0.1287132122631409,0.42079082246682464,-1.6524054175756309
2.474803463658747,-0.1381270219522008,0.40481080840222594,-1.6930274884722591
2.3856169855432428,-0.1486147525228564,0.3821773098733647,1.4347096941825928
2.2862486905373873,-0.1581008673449972,0.37538622671437505,-1.6854365911540083
2.2822858549818354,-0.17394347599641513,0.37737830490892177,-1.6457704766398165
2.1805622609677977,-0.19508279777322463,0.36088103001753485,-1.662318597494645
2.21391833311888,-0.2132347573783965,0.36693842344828487,-1.6197755716550415
2.1614488634242734,-0.22470824081916374,0.35998714631628453,-1.6193879311580859
2.189614719044743,-0.24522442193696375,0.365204713244413,-1.6278796730363128
2.181059857857082,-0.2589189438113307,0.3629619702551853,-1.6157377895963887
2.105253930358139,-0.2684266508231232,0.3512843623310037,-1.6272303854377967
2.1687866389496597,-0.29352062102231397,0.36289650457672273,-1.5977454050771354
2.1611439449521344,-0.3159952605561628,0.36090570065406424,-1.6240013739143428
2.2557426686636495,-0.3476183612267567,0.37724126921362783,-1.5873505362614138
2.3459495930907326,-0.37401948313537636,0.38920025275743253,-1.5821789866194356
2.3155234586686597,-0.3895713260345126,0.386000975245749,-1.5562383503918982
2.4327294404802324,-0.4265025925457263,0.40527813151445774,-1.5697225020395245
2.5682522410060993,-0.46729102781119575,0.4211743912569931,1.6409038821809536
2.633449328567346,-0.49541354796170006,0.43681750549029424,-1.5468904932538694
2.7772709230231967,-0.5358523552189691,0.45730643563868617,-1.562109892529486
2.9067174794630635,-0.58238603577019,0.47221450211342797,1.659992709670158
3.169125653233565,-0.6496629241234714,0.5128192127358714,1.6508845540685197
3.8801084938588506,-0.06674551260174115,0.6111504550800874,-1.7267203776589037
3.5862767768966517,-0.07671881307859364,0.569137474328287,-1.6706249321054387
3.2762033074612202,-0.08318958028275365,0.5221126549580667,-1.709819539012492
3.016272046917547,-0.0923001435906011,0.4845884118690025,-1.7186879753056714
2.8329809483716666,-0.10188055327800141,0.4590946635856175,-1.6844940392154624
2.7246465267908735,-0.11513170912094615,0.44060588579276216,-1.6961359159837694
2.6110672336669762,-0.12622745873916508,0.4238263165575408,-1.6679457298477258
2.4731891105368775,-0.13424946552706105,0.404122970512405,-1.7002277854654222
2.340549723598133,-0.14413973645067532,0.381117098826381,-1.7088589579970992
2.2914208089227563,-0.15478060826790963,0.3756491421631084,-1.650912213130158
2.2829972232631963,-0.17147645522453542,0.37427835958792716,-1.638798564364065
2.227759054673594,-0.18418675654534655,0.3583180252855174,1.5281913619967196
2.2120437570580798,-0.20026238019220935,0.36502776796063496,-1.6320019565047739
2.186967696588876,-0.21481776151126303,0.3634532052837253,-1.6197191142180902
2.1889152065713633,-0.23175956335455966,0.3638789489276924,-1.6082466792905934
2.18057864466189,-0.25293115117242015,0.3615782778123844,-1.6086413638193595
2.1662052154107556,-0.2690381284425495,0.36006096468698456,-1.5966185112993965
2.1842860524667427,-0.2891991098156479,0.35715609523883146,1.5778577204493451
2.2124138957060855,-0.3082853050265119,0.36891299569077834,-1.5795968532045093
2.171465722694567,-0.3219580556955976,0.3626291278327867,-1.5863385041713356
2.242283529413067,-0.34918484947341244,0.3738809660898812,-1.55492160483279
2.2747567498394514,-0.3700101066759045,0.3770174683061131,-1.5752726455273482
2.407274261850291,-0.40844476003379737,0.40199555092449246,-1.5399018051096742
2.4449984513748673,-0.43283052813166706,0.4055324310368708,-1.5559751683606715
2.508715251019238,-0.45933533982719915,0.4145422405519786,-1.5185169230567135
2.6849063474229142,-0.5107319960278638,0.4438032141784119,-1.522992258063862
2.857247943270124,-0.5577005720035726,0.4655106161976687,-1.5196665112359258
3.0368804463498407,-0.6171999423583957,0.4974774560222181,-1.4713762075981551
3.315986277968546,-0.6891777168907904,0.5430158683628281,-1.4615644647687491
3.626427409330579,-0.06654522715016956,0.576215637166126,-1.7481862672654196
3.4561273000582866,-0.0786819323858899,0.5519441758213081,-1.7395164051360748
3.1352293268393376,-0.084576821714749,0.502268433412363,-1.7609485881094051
2.845807086764765,-0.09856394365119506,0.4594642291056313,-1.726420436264997
2.7710452680585216,-0.11129421822960463,0.4494960195617395,-1.7388739156347368
2.660715025893302,-0.12103379390866441,0.4333059032125158,-1.6931458892975262
2.5310475728286166,-0.13202256414972155,0.41578469738231993,-1.6947035631139469
2.4374926247377235,-0.14358831171191963,0.3998838437706123,-1.7068080543398394
2.314147704260414,-0.15225388008247015,0.3795253427274448,-1.6941548984168893
2.2642774375644166,-0.1747778484853876,0.3738430391996199,-1.651658671099214
2.237058770150152,-0.1889287183351228,0.37014935867076576,-1.6510612778392775
2.212862109668605,-0.20372445560374447,0.36733672110781396,-1.625972723217421
2.203974401664568,-0.21846016758390188,0.3596092142801217,1.5496494942727796
2.1263985372001297,-0.23524194417526811,0.3537506500113496,-1.6250618011033633
2.1808744649758145,-0.2555657091496195,0.36209596420661333,-1.6029282882620235
2.1303738497958253,-0.26665891124478613,0.3549792410292441,-1.6087363297193888
2.184581049891099,-0.29185207824861903,0.3657100451306292,-1.5984223296126174
2.213489083099707,-0.3125572000977043,0.3634335193612878,1.584388076227294
2.254045359258254,-0.33681854569280756,0.37830496900630434,-1.5798682810985136
2.301013554267959,-0.36029540402428634,0.38397187885818923,-1.561645174137348
2.2829151568538473,-0.37524831013884674,0.3814882430269066,-1.5424101954398808
2.408888866761731,-0.41157888447010643,0.40287170083828117,-1.548261031633689
2.4778848019076296,-0.4404733237342682,0.41413096022382523,-1.5473379595775023
2.6048609065589416,-0.48041879447655694,0.4346580621563703,-1.523348483869156
2.7292653301526224,-0.5202226050993897,0.45117594836908975,-1.5386777427875509
2.835720348981758,-0.5562546227061892,0.4652958267107101,-1.536620448144292
3.0878895754972566,-0.6240371850665186,0.5105204766417248,-1.4692975450610115
3.283143034111711,-0.6855374137199204,0.5388407103337988,-1.4622846688103641
3.1570236720091014,-0.0861033975239073,0.5063070546602627,-1.7138094063463878
2.9667680155411484,-0.09750163282355433,0.48000623033735396,-1.7154846895637124
2.8774068026863446,-0.10998369509011342,0.46433684354073973,-1.6938102974992078
2.6989546246551948,-0.11967222423300584,0.4390195272815401,-1.7030270084751797
2.5862352483772035,-0.13149507878772096,0.4189257896208532,-1.6831465161710546
2.5358985994122776,-0.14550634192112696,0.40972547458385394,1.483056702159602
2.3677099623187314,-0.15581262794414438,0.38874086676701236,-1.6747807193200008
2.258495236667936,-0.16491022626243124,0.36980396401925575,-1.6840380146244103
2.2556055930637844,-0.1814055801390746,0.372529648445184,-1.625519937357985
2.1967231099280777,-0.19269620931427875,0.3630579582816994,-1.6687067283891062
