raw_x,raw_y,raw_z,raw_yaw,filt_x,filt_y,filt_z,filt_yaw
2.89883,-0.109178,0.472321,-1.71193,2.87738,-0.0952882,0.468616,-1.64189
2.69364,-0.116433,0.440325,-1.71927,2.6972,-0.114726,0.441178,-1.65737
2.55022,-0.12781,0.415734,-1.67481,2.54385,-0.128718,0.415545,-1.66435
2.46198,-0.142636,0.406411,-1.69212,2.44404,-0.142927,0.402655,-1.67308
2.31683,-0.150664,0.382633,-1.68068,2.31754,-0.152203,0.383096,-1.67892
2.28974,-0.164571,0.376734,-1.67258,2.26783,-0.164344,0.373916,-1.68262
2.28101,-0.180043,0.380371,-1.65858,2.26029,-0.179176,0.376014,-1.68345
2.21003,-0.190873,0.367041,-1.64397,2.21333,-0.191313,0.368205,-1.68155
2.21105,-0.208809,0.367781,-1.65215,2.20204,-0.207741,0.366478,-1.68074
2.1868,-0.221487,0.365203,-1.63314,2.18496,-0.221765,0.364707,-1.67672
2.11072,-0.232342,0.352076,-1.62511,2.12298,-0.233198,0.354361,-1.67152
2.16454,-0.253187,0.36227,-1.60867,2.14504,-0.251529,0.358869,-1.66397
2.15608,-0.269058,0.360876,-1.60916,2.15265,-0.268736,0.360408,-1.65695
2.15729,-0.287386,0.362385,-1.57912,2.15692,-0.286966,0.362145,-1.64574
2.1863,-0.307142,0.366744,-1.59877,2.18056,-0.306578,0.36603,-1.63845
2.28282,-0.340254,0.38387,-1.57947,2.26347,-0.336931,0.380526,-1.62878
2.3011,-0.359308,0.378992,1.61159,2.3054,-0.360091,0.381574,-1.6123
2.28335,-0.378817,0.382342,-1.54213,2.29899,-0.380048,0.383185,-1.59918
2.41024,-0.416329,0.402589,-1.55474,2.3886,-0.413042,0.398856,-1.58931
2.51046,-0.450035,0.419637,-1.53263,2.49668,-0.448145,0.417363,-1.5771
2.65607,-0.494516,0.443146,-1.50699,2.64041,-0.491419,0.440827,-1.56222
2.74579,-0.527114,0.456384,-1.52963,2.74965,-0.527876,0.457455,-1.55245
2.87987,-0.568248,0.476319,-1.52753,2.87633,-0.567601,0.476142,-1.54357
3.05695,-0.620186,0.503082,-1.52532,3.0438,-0.617107,0.501178,-1.53552
3.19531,-0.665383,0.523944,-1.45713,3.1949,-0.664728,0.523877,-1.518
3.1281,-0.0835687,0.50355,-1.70386,3.17682,-0.224305,0.513173,-1.54069
3.03912,-0.0993394,0.491534,-1.73649,3.08067,-0.0711955,0.496895,-1.56703
2.83151,-0.107147,0.456979,-1.6917,2.87837,-0.0562599,0.463898,-1.58455
2.63248,-0.115251,0.42919,-1.72981,2.65642,-0.0832917,0.431667,-1.60666
2.54709,-0.128528,0.413173,-1.6889,2.52909,-0.114782,0.410842,-1.62059
2.4618,-0.140742,0.405535,-1.6924,2.4429,-0.137824,0.401353,-1.63378
2.4005,-0.157063,0.394488,-1.6691,2.38497,-0.157033,0.392634,-1.64208
2.3172,-0.167427,0.381108,-1.68703,2.31471,-0.169394,0.381177,-1.65223
2.26471,-0.180969,0.375651,-1.65227,2.25941,-0.18174,0.374342,-1.65586
2.20865,-0.192437,0.365964,-1.65683,2.20604,-0.19304,0.365914,-1.65959
2.2136,-0.209819,0.368586,-1.61961,2.19915,-0.208773,0.366083,-1.65693
2.17657,-0.222483,0.363314,-1.63196,2.17572,-0.22262,0.363215,-1.65611
2.18985,-0.241911,0.366459,-1.60841,2.18117,-0.240732,0.36506,-1.65145
2.16466,-0.254853,0.361922,-1.61528,2.16695,-0.255391,0.362615,-1.64803
2.15599,-0.272336,0.361123,-1.62735,2.15596,-0.271987,0.361119,-1.64658
2.14219,-0.28746,0.360594,-1.59136,2.1428,-0.287606,0.360375,-1.63952
2.18657,-0.308847,0.365948,-1.61149,2.174,-0.307631,0.364466,-1.63605
2.21542,-0.331503,0.372451,-1.58703,2.20932,-0.330273,0.37113,-1.62901
2.25569,-0.358757,0.379464,-1.56821,2.25137,-0.357075,0.37869,-1.61959
2.30218,-0.383218,0.38419,-1.54882,2.29891,-0.382857,0.384418,-1.60796
2.4427,-0.424757,0.408485,-1.54785,2.42014,-0.421036,0.404443,-1.59722
2.51481,-0.453788,0.419629,-1.5538,2.51394,-0.453878,0.419491,-1.58842
2.64626,-0.495351,0.441058,-1.53181,2.63737,-0.493444,0.439555,-1.57713
2.79415,-0.540587,0.462805,-1.55334,2.78398,-0.538312,0.461636,-1.57034
2.90788,-0.581077,0.481949,-1.52738,2.9099,-0.58086,0.481992,-1.56035
3.05781,-0.625047,0.503035,-1.52418,3.05349,-0.624614,0.502894,-1.55099
3.28206,-0.687218,0.537396,-1.52167,3.26171,-0.682862,0.534305,-1.54234
3.55479,-0.0720334,0.56762,-1.74468,3.52962,-0.220682,0.566258,-1.56936
3.34437,-0.0824615,0.534199,-1.69361,3.43833,-0.0548052,0.548135,-1.58655
3.06061,-0.0901369,0.491564,-1.73856,3.15322,-0.0366743,0.504396,-1.60943
2.83251,-0.0986053,0.456247,-1.70837,2.8685,-0.0644917,0.461117,-1.62576
2.78479,-0.113992,0.451233,-1.69903,2.75062,-0.0988148,0.44522,-1.63918
2.50831,-0.117936,0.410057,-1.69312,2.52587,-0.116754,0.412557,-1.65039
2.48103,-0.130896,0.402971,-1.66407,2.44602,-0.131389,0.398555,-1.6559
2.4451,-0.144886,0.400386,-1.67908,2.41682,-0.14529,0.395501,-1.66299
2.29873,-0.151859,0.377918,-1.63851,2.3101,-0.153625,0.379698,-1.6629
2.22952,-0.164595,0.365958,-1.68281,2.2271,-0.164539,0.366033,-1.66937
2.23917,-0.185694,0.368782,-1.62497,2.21713,-0.183381,0.365126,-1.66605
2.13273,-0.197152,0.352949,-1.6226,2.14275,-0.197589,0.354369,-1.66233
2.18691,-0.216481,0.363812,-1.62602,2.16336,-0.215563,0.359714,-1.65921
2.13613,-0.229425,0.355091,-1.61953,2.13973,-0.230069,0.356086,-1.65514
2.13783,-0.245066,0.355943,-1.58952,2.13405,-0.245151,0.355462,-1.64657
2.13956,-0.26163,0.358499,-1.60207,2.1359,-0.261342,0.357533,-1.64054
2.18416,-0.285103,0.358074,1.56543,2.17266,-0.28332,0.358125,-1.63093
2.18536,-0.301997,0.364071,-1.58586,2.18727,-0.302197,0.362886,-1.6236
2.18756,-0.319787,0.365656,-1.59259,2.19135,-0.320136,0.365744,-1.61797
2.22665,-0.343803,0.373577,-1.57495,2.2208,-0.342625,0.372488,-1.61014
2.30152,-0.370765,0.38289,-1.55553,2.28826,-0.369142,0.381741,-1.60005
2.39507,-0.40915,0.392821,1.62915,2.38224,-0.405635,0.392064,-1.58426
2.46274,-0.438201,0.409306,-1.54069,2.46188,-0.438019,0.407526,-1.57438
2.59695,-0.478969,0.431358,-1.49317,2.58426,-0.476994,0.428944,-1.55822
2.64776,-0.506699,0.439286,-1.53185,2.65713,-0.508179,0.441038,-1.54972
2.83409,-0.555935,0.463446,-1.52879,2.81359,-0.552669,0.461664,-1.54183
3.05835,-0.619769,0.502242,-1.46987,3.03236,-0.613713,0.497231,-1.52585
3.28232,-0.68033,0.537534,-1.46263,3.26747,-0.677249,0.534957,-1.5105
3.76417,-0.0648317,0.600777,-1.77809,3.70105,-0.215407,0.593701,-1.54585
3.57455,-0.0779147,0.572229,-1.70377,3.68099,-0.0507539,0.588068,-1.56721
3.20448,-0.0846412,0.514518,-1.78538,3.33898,-0.0319264,0.534531,-1.59968
3.01273,-0.0944948,0.486766,-1.7268,3.04988,-0.0603084,0.491525,-1.62045
2.89381,-0.10846,0.472099,-1.77249,2.87522,-0.0936895,0.468253,-1.64646
2.76216,-0.116614,0.45077,-1.71341,2.74273,-0.114491,0.448309,-1.66092
2.614,-0.128374,0.427312,-1.65287,2.60728,-0.129283,0.426803,-1.66442
2.46749,-0.136855,0.40561,-1.72233,2.46643,-0.138748,0.405387,-1.678
2.37031,-0.146875,0.390772,-1.71716,2.35997,-0.147748,0.38918,-1.68925
2.28334,-0.157894,0.376564,-1.69828,2.27352,-0.157901,0.375278,-1.69619
2.28304,-0.172257,0.378768,-1.63885,2.25856,-0.171317,0.37448,-1.69286
2.22633,-0.184997,0.368014,-1.64395,2.2228,-0.184654,0.367988,-1.69013
2.21212,-0.206284,0.37051,-1.63893,2.20543,-0.204321,0.368482,-1.68645
2.17698,-0.2192,0.363483,-1.61955,2.17744,-0.21968,0.3641,-1.67972
2.18896,-0.238453,0.364156,-1.62713,2.18025,-0.237832,0.363348,-1.67442
2.16437,-0.251512,0.362241,-1.60859,2.16592,-0.252327,0.362077,-1.66646
2.15573,-0.265716,0.360817,-1.60899,2.15528,-0.26621,0.360764,-1.65904
2.1843,-0.289213,0.365664,-1.59797,2.17527,-0.287318,0.364256,-1.65041
2.16972,-0.301951,0.363988,-1.59861,2.17272,-0.30283,0.364405,-1.64254
2.22477,-0.327234,0.373911,-1.57301,2.21343,-0.325506,0.371939,-1.63134
2.25604,-0.35035,0.377488,-1.58881,2.25219,-0.349342,0.377337,-1.62358
2.28326,-0.371807,0.384464,-1.54822,2.28382,-0.371809,0.384031,-1.61027
2.34401,-0.396888,0.394317,-1.54164,2.33777,-0.396304,0.39338,-1.5972
2.44558,-0.431059,0.407925,-1.56275,2.43163,-0.428582,0.406477,-1.58871
2.53387,-0.462529,0.419095,-1.54029,2.52777,-0.461406,0.418765,-1.57771
2.70191,-0.51652,0.450749,-1.52207,2.68258,-0.511184,0.446234,-1.56511
2.79022,-0.54839,0.459445,-1.52897,2.79495,-0.549594,0.461275,-1.55497
3.05081,-0.617684,0.503253,-1.50681,3.02008,-0.611396,0.497769,-1.54263
3.26078,-0.676434,0.534703,-1.47358,3.24799,-0.673807,0.532946,-1.52659
